customer_id,last_purchase_date,monetary,frequency,avg_transaction_value,recency,r_score,f_score,m_score,rfm_score_str,rfm_score,rfm_segment,avg_order_value,monetary_rank,frequency_rank,recency_rank,value_tier,avg_days_between_purchases,purchase_consistency,days_since_first_purchase,purchase_span_days,unique_products_bought,unique_categories_bought,preferred_category,category_concentration,product_diversity_level,transaction_value_std,min_transaction_value,max_transaction_value,total_spending,transaction_count,spending_volatility,spending_trend,trend_direction,engagement_score,loyalty_indicator,preferred_day_of_week,weekend_purchase_ratio,weekend_spending_ratio,q1.0_count,q2.0_count,q3.0_count,q4.0_count,seasonal_variation,preferred_quarter,first_purchase_date,total_transactions,customer_tenure_days,recency_days,active_period_days,purchase_velocity,lifecycle_stage,expected_days_to_purchase,days_overdue,churn_risk
21301,2025-08-07,16407000.0,5,3281400.0,-219,4,3,2,432,2.85,Potential Loyalist,3281400.0,39.19,57.68,76.72,Silver,8.2,0.0,159.0,33.0,4,,,,Medium,2453157.0067975675,1279000.0,6874000.0,16407000.0,5,0.748,1.668,Growing,32.54,Medium,Saturday,0.8,0.91,0.0,0.0,5.0,0.0,1.732,3.0,2025-07-05,5.0,159.0,126.0,33.0,0.943,Established,8.25,117.75,Churned
21350,2025-10-10,21406916.0,10,2140691.6,-283,5,4,3,543,3.85,Loyal Customers,2140691.6,42.63,74.32,86.12,Silver,,,62.0,-66.0,8,,,,Medium,2693905.1472525164,213514.0,7488000.0,21406916.0,10,1.258,-0.578,Declining,39.61,Medium,Friday,0.0,0.0,0.0,1.0,1.0,1.0,0.577,2.0,2025-04-07,3.0,248.0,62.0,186.0,0.363,Mature,93.0,-31.0,Active
21400,2025-08-05,114260000.0,4,28565000.0,-217,4,3,4,434,3.65,Loyal Customers,28565000.0,71.5,50.86,76.04,Gold,0.0,1.0,128.0,0.0,4,,,,Medium,21572589.861519486,4720000.0,57120000.0,114260000.0,4,0.755,1.609,Growing,75.46,High,Tuesday,0.0,0.0,0.0,0.0,4.0,0.0,1.732,3.0,2025-08-05,4.0,128.0,128.0,0.0,0.938,Established,0.0,128.0,Churned
21450,2025-08-05,12040000.0,4,3010000.0,-217,4,3,2,432,2.85,Potential Loyalist,3010000.0,32.92,50.86,76.04,Silver,0.0,1.0,128.0,0.0,4,,,,Medium,2934177.9087165114,1000000.0,7350000.0,12040000.0,4,0.975,-0.64,Declining,60.03,High,Tuesday,0.0,0.0,0.0,0.0,4.0,0.0,1.732,3.0,2025-08-05,4.0,128.0,128.0,0.0,0.938,Established,0.0,128.0,Churned
21500,,16240000.0,3,5413333.333333333,719,1,3,2,132,2.1,Other,5413333.33,38.82,41.77,18.12,Silver,,,,,2,,,,Low,5365121.930891537,1040000.0,11400000.0,16240000.0,3,0.991,0.637,Growing,25.11,Medium,,,,,,,,,,,,,,,,,,,
21600,,9980000.0,1,9980000.0,719,1,1,2,112,1.4,Hibernating,9980000.0,30.22,9.58,18.12,Silver,,,,0.0,1,,,,Low,0.0,9980000.0,9980000.0,9980000.0,1,0.0,0.0,Stable,15.42,Low,,,,,,,,,,,,,,,,,,,
21601,2025-11-06,111522000.0,22,5069181.818181818,-310,5,5,4,554,4.6,Champions,5069181.82,71.01,86.98,90.05,Gold,,1.0,183.0,,12,,,,High,6018537.898988294,1162000.0,28750000.0,111522000.0,22,1.187,-0.537,Declining,83.94,High,Wednesday,0.045,0.018,1.0,2.0,1.0,2.0,0.333,2.0,2025-01-08,6.0,337.0,35.0,302.0,0.534,Mature,60.4,-25.4,Active
21650,,4560000.0,1,4560000.0,719,1,1,1,111,1.0,Hibernating,4560000.0,18.3,9.58,18.12,Bronze,,,,0.0,1,,,,Low,0.0,4560000.0,4560000.0,4560000.0,1,0.0,0.0,Stable,10.66,Low,,,,,,,,,,,,,,,,,,,
21700,2025-09-10,303682760.59000003,18,16871264.477222223,-253,5,5,5,555,5.0,Champions,16871264.48,83.78,84.52,81.2,Platinum,,0.0,,,12,,,,High,27592510.45669876,225655.86,85000000.0,303682760.59000003,18,1.635,-0.365,Declining,59.05,Medium,Tuesday,0.0,0.0,1.0,4.0,1.0,0.0,1.0,2.0,2025-03-06,6.0,280.0,92.0,188.0,0.643,Mature,37.6,54.4,Dormant
21750,,10085590.0,4,2521397.5,719,1,3,2,132,2.1,Other,2521397.5,30.59,50.86,18.12,Silver,,,,,3,,,,Low,2050826.66534002,666667.0,5333336.0,10085590.0,4,0.813,-0.319,Declining,26.31,Medium,,,,,,,,,,,,,,,,,,,
21800,,2518900.0,3,839633.3333333334,719,1,3,1,131,1.7,Other,839633.33,11.92,41.77,18.12,Bronze,,,,,3,,,,Low,560393.079305351,438900.0,1480000.0,2518900.0,3,0.667,0.599,Growing,18.85,Medium,,,,,,,,,,,,,,,,,,,
21801,,6000000.0,2,3000000.0,719,1,2,2,122,1.75,Hibernating,3000000.0,21.25,27.7,18.12,Bronze,,,,,2,,,,Low,0.0,3000000.0,3000000.0,6000000.0,2,0.0,0.0,Stable,18.08,Medium,,,,,,,,,,,,,,,,,,,
21802,,56974000.0,3,18991333.333333332,719,1,3,3,133,2.5,At Risk,18991333.33,59.21,41.77,18.12,Gold,,,,,3,,,,Low,16107210.352302888,1974000.0,34000000.0,56974000.0,3,0.848,12.931,Growing,37.76,Medium,,,,,,,,,,,,,,,,,,,
21850,2025-11-12,2825000779.67,67,42164190.74134328,-316,5,5,5,555,5.0,Champions,42164190.74,97.3,96.19,94.35,Platinum,,0.0,302.0,,36,,,,High,35274821.13726606,798600.0,130630631.0,2825000779.67,67,0.837,0.443,Growing,67.74,Medium,Sunday,0.104,0.118,7.0,6.0,4.0,6.0,0.19,1.0,2025-02-10,23.0,304.0,29.0,275.0,2.27,Mature,12.5,16.5,At Risk
21851,,82348696.0,8,10293587.0,719,1,4,4,144,3.25,At Risk,10293587.0,65.72,68.61,18.12,Gold,,,,,8,,,,Medium,17537298.541617863,1400000.0,53100000.0,82348696.0,8,1.704,-0.679,Declining,48.85,Medium,,,,,,,,,,,,,,,,,,,
21852,2025-05-06,114113250.0,9,12679250.0,-126,4,4,4,444,4.0,Champions,12679250.0,71.38,71.56,67.32,Gold,,1.0,,,9,,,,Medium,12597989.140136613,3000000.0,42000000.0,114113250.0,9,0.994,-0.54,Declining,82.06,High,Tuesday,0.0,0.0,0.0,6.0,0.0,0.0,1.732,2.0,2025-05-06,6.0,219.0,219.0,0.0,0.822,Mature,0.0,219.0,Churned
21853,,2210000.0,2,1105000.0,719,1,2,1,121,1.35,Hibernating,1105000.0,10.69,27.7,18.12,Bronze,,,,,2,,,,Low,417193.000900063,810000.0,1400000.0,2210000.0,2,0.378,-0.421,Declining,13.86,Medium,,,,,,,,,,,,,,,,,,,
21854,,14200000.0,4,3550000.0,719,1,3,2,132,2.1,Other,3550000.0,36.73,50.86,18.12,Silver,,,,,4,,,,Medium,1443121.616496683,1450000.0,4620000.0,14200000.0,4,0.407,0.448,Growing,31.55,Medium,,,,,,,,,,,,,,,,,,,
21855,2025-04-06,1929726.0,1,1929726.0,-96,4,1,1,411,1.75,Recent Customers,1929726.0,9.46,9.58,63.21,Bronze,,,249.0,0.0,1,,,,Low,0.0,1929726.0,1929726.0,1929726.0,1,0.0,0.0,Stable,7.12,Low,Sunday,1.0,1.0,0.0,1.0,0.0,0.0,1.732,2.0,2025-04-06,1.0,249.0,249.0,0.0,0.12,Mature,365.0,-116.0,Active
21900,2025-01-10,80260504.0,18,4458916.888888889,-10,3,5,4,354,4.1,Loyal Customers,4458916.89,65.23,84.52,56.2,Gold,,1.0,,,17,,,,High,3277977.484056485,361000.0,10527000.0,80260504.0,18,0.735,0.264,Growing,83.11,High,Friday,0.0,0.0,12.0,0.0,0.0,0.0,1.732,1.0,2025-01-10,12.0,335.0,335.0,0.0,1.075,Mature,0.0,335.0,Churned
21901,,57550500.0,4,14387625.0,719,1,3,3,133,2.5,At Risk,14387625.0,59.34,50.86,18.12,Gold,,,,,4,,,,Medium,9160933.851278482,4507650.0,25987500.0,57550500.0,4,0.637,0.735,Growing,40.6,Medium,,,,,,,,,,,,,,,,,,,
22050,2025-10-07,74995045.16,17,4411473.244705882,-280,5,5,4,554,4.6,Champions,4411473.24,64.13,83.42,84.28,Gold,,0.0,,,12,,,,High,3410611.630177135,505000.0,12600000.0,74995045.16,17,0.773,0.307,Growing,51.19,Medium,Monday,0.059,0.057,3.0,1.0,1.0,1.0,0.577,1.0,2025-03-10,6.0,276.0,65.0,211.0,0.652,Mature,42.2,22.799999999999997,At Risk
22100,,89884250.0,7,12840607.142857144,719,1,4,4,144,3.25,At Risk,12840607.14,67.57,66.03,18.12,Gold,,,,,7,,,,Medium,20156936.654256206,0.0,45098500.0,89884250.0,7,1.57,-0.184,Declining,48.77,Medium,,,,,,,,,,,,,,,,,,,
22150,2025-04-06,6240000.0,2,3120000.0,-96,4,2,2,422,2.5,Potential Loyalist,3120000.0,21.99,27.7,63.21,Bronze,31.0,,280.0,31.0,2,,,,Low,622253.9674441618,2680000.0,3560000.0,6240000.0,2,0.199,-0.247,Declining,18.38,Medium,Sunday,0.5,0.429,1.0,1.0,0.0,0.0,1.0,1.0,2025-03-06,2.0,280.0,249.0,31.0,0.214,Mature,31.0,218.0,Churned
22200,2025-04-06,13726920.0,7,1960988.5714285714,-96,4,4,2,442,3.2,Potential Loyalist,1960988.57,36.24,66.03,63.21,Silver,,1.0,,,7,,,,Medium,1540053.8997865042,320000.0,4774000.0,13726920.0,7,0.785,-0.257,Declining,66.24,High,Sunday,0.857,0.792,0.0,6.0,0.0,0.0,1.732,2.0,2025-04-06,6.0,249.0,249.0,0.0,0.723,Mature,0.0,249.0,Churned
22250,2025-10-11,1074856250.0,14,76775446.42857143,-284,5,5,5,555,5.0,Champions,76775446.43,92.87,80.59,86.73,Platinum,,0.0,121.0,-128.0,11,,,,High,161560598.52427208,1260000.0,490000000.0,1074856250.0,14,2.104,-0.851,Declining,62.14,Medium,Sunday,0.643,0.963,1.0,7.0,2.0,1.0,0.905,2.0,2025-03-07,11.0,279.0,61.0,218.0,1.183,Mature,21.8,39.2,Dormant
22350,2025-03-07,4090000.0,2,2045000.0,-66,4,2,1,421,2.1,Recent Customers,2045000.0,16.95,27.7,60.75,Bronze,1.0,,280.0,1.0,2,,,,Low,1576848.122046001,930000.0,3160000.0,4090000.0,2,0.771,-0.706,Declining,16.36,Medium,Friday,0.0,0.0,2.0,0.0,0.0,0.0,1.732,1.0,2025-03-06,2.0,280.0,279.0,1.0,0.214,Mature,1.0,278.0,Churned
22400,2025-11-06,7334740.0,3,2444913.3333333335,-310,5,3,2,532,3.1,Potential Loyalist,2444913.33,24.82,41.77,90.05,Bronze,0.0,1.0,35.0,0.0,3,,,,Low,2555489.251500255,899100.0,5394600.0,7334740.0,3,1.045,-0.82,Declining,54.0,High,Thursday,0.0,0.0,0.0,0.0,0.0,3.0,1.732,4.0,2025-11-06,3.0,35.0,35.0,0.0,2.571,Developing,0.0,35.0,Dormant
22401,2025-04-06,48553950.0,10,4855395.0,-96,4,4,3,443,3.6,Loyal Customers,4855395.0,56.63,74.32,63.21,Gold,3.1,0.0,277.0,28.0,10,,,,Medium,10058913.132818243,196900.0,33300000.0,48553950.0,10,2.072,-0.782,Declining,47.03,Medium,Sunday,1.0,1.0,9.0,1.0,0.0,0.0,1.51,1.0,2025-03-09,10.0,277.0,249.0,28.0,1.083,Mature,3.111111111111111,245.88888888888889,Churned
22450,2025-05-06,4673056.0,2,2336528.0,-126,4,2,1,421,2.1,Recent Customers,2336528.0,18.55,27.7,67.32,Bronze,,,,,2,,,,Low,1750128.8814164517,1099000.0,3574056.0,4673056.0,2,0.749,-0.693,Declining,17.0,Medium,Tuesday,0.0,0.0,0.0,1.0,0.0,0.0,1.732,2.0,2025-05-06,1.0,219.0,219.0,0.0,0.137,Mature,365.0,-146.0,Active
22500,,293744000.0,5,58748800.0,719,1,3,5,135,3.3,At Risk,58748800.0,83.54,57.68,18.12,Platinum,,,,,5,,,,Medium,69870208.02674055,7000000.0,178425000.0,293744000.0,5,1.189,2.063,Growing,52.41,Medium,,,,,,,,,,,,,,,,,,,
22550,2025-11-06,33930434.0,12,2827536.1666666665,-310,5,4,3,543,3.85,Loyal Customers,2827536.17,50.74,78.13,90.05,Gold,24.5,0.0,305.0,270.0,10,,,,Medium,2067180.9913399557,790200.0,7541624.0,33930434.0,12,0.731,0.38,Growing,44.67,Medium,Sunday,0.75,0.608,9.0,0.0,0.0,3.0,1.225,1.0,2025-02-09,12.0,305.0,35.0,270.0,1.18,Mature,24.545454545454547,10.454545454545453,At Risk
22600,,1860000.0,1,1860000.0,719,1,1,1,111,1.0,Hibernating,1860000.0,8.78,9.58,18.12,Bronze,,,,0.0,1,,,,Low,0.0,1860000.0,1860000.0,1860000.0,1,0.0,0.0,Stable,6.85,Low,,,,,,,,,,,,,,,,,,,
22650,2025-12-06,179434403.5,8,22429300.4375,-340,5,4,4,544,4.25,Champions,22429300.44,77.03,68.61,96.44,Platinum,0.0,1.0,5.0,0.0,8,,,,Medium,43079921.568398744,0.0,111134403.5,179434403.5,8,1.921,-1.0,Declining,83.37,High,Saturday,1.0,1.0,0.0,0.0,0.0,8.0,1.732,4.0,2025-12-06,8.0,5.0,5.0,0.0,48.0,New,0.0,5.0,At Risk
22750,2025-12-09,39665500.0,16,2479093.75,-343,5,5,3,553,4.2,Loyal Customers,2479093.75,52.58,82.56,97.97,Gold,,0.0,156.0,,12,,,,High,2541662.1872228286,377000.0,11400000.0,39665500.0,16,1.025,1.349,Growing,46.57,Medium,Tuesday,0.0,0.0,0.0,0.0,1.0,7.0,1.458,4.0,2025-07-08,8.0,156.0,2.0,154.0,1.538,Established,22.0,-20.0,Active
22800,,33200000.0,6,5533333.333333333,719,1,4,3,143,2.85,At Risk,5533333.33,50.37,62.84,18.12,Gold,,,,,6,,,,Medium,6177506.508832401,520000.0,17370000.0,33200000.0,6,1.116,1.458,Growing,40.77,Medium,,,,,,,,,,,,,,,,,,,
22851,,21892400.0,2,10946200.0,719,1,2,3,123,2.15,Other,10946200.0,42.75,27.7,18.12,Silver,,,,,2,,,,Low,2025153.821318272,9514200.0,12378200.0,21892400.0,2,0.185,0.301,Growing,26.68,Medium,,,,,,,,,,,,,,,,,,,
22900,,62403500.0,9,6933722.222222222,719,1,4,4,144,3.25,At Risk,6933722.22,61.3,71.56,18.12,Gold,,,,,9,,,,Medium,5224730.573861627,730000.0,13000000.0,62403500.0,9,0.754,-0.175,Declining,48.03,Medium,,,,,,,,,,,,,,,,,,,
22901,,17100000.0,2,8550000.0,719,1,2,2,122,1.75,Hibernating,8550000.0,39.99,27.7,18.12,Silver,,,,,2,,,,Low,5444722.215136416,4700000.0,12400000.0,17100000.0,2,0.637,-0.621,Declining,25.58,Medium,,,,,,,,,,,,,,,,,,,
22950,2025-12-09,746901652.0,33,22633383.393939395,-343,5,5,5,555,5.0,Champions,22633383.39,90.66,91.52,97.97,Platinum,,0.064,90.0,,16,,,,High,28109523.34701195,2563920.0,145000000.0,746901652.0,33,1.242,-0.547,Declining,64.91,Medium,Tuesday,0.03,0.028,3.0,1.0,4.0,2.0,0.447,3.0,2025-02-10,10.0,304.0,2.0,302.0,0.987,Mature,33.55555555555556,-31.555555555555557,Active
23000,2025-10-07,15210000.0,6,2535000.0,-280,5,4,2,542,3.45,Potential Loyalist,2535000.0,37.59,62.84,84.28,Silver,,0.0,123.0,,3,,,,Low,2914774.4338113028,360000.0,8100000.0,15210000.0,6,1.15,-0.745,Declining,29.12,Medium,Sunday,0.333,0.264,0.0,0.0,2.0,2.0,1.0,3.0,2025-08-10,4.0,123.0,65.0,58.0,0.976,Established,19.333333333333332,45.66666666666667,Dormant
23050,,24720690.71428571,11,2247335.519480519,719,1,4,3,143,2.85,At Risk,2247335.52,44.84,76.54,18.12,Silver,,,,,9,,,,Medium,4064117.7082072403,275000.0,14415690.71428571,24720690.71428571,11,1.808,1.822,Growing,41.45,Medium,,,,,,,,,,,,,,,,,,,
23150,2025-05-08,25400000.0,3,8466666.666666666,-128,4,3,3,433,3.25,Loyal Customers,8466666.67,45.33,41.77,67.69,Silver,,,,,2,,,,Low,9122134.253196087,3200000.0,19000000.0,25400000.0,3,1.077,2.469,Growing,27.71,Medium,Thursday,0.0,0.0,0.0,1.0,0.0,0.0,1.732,2.0,2025-05-08,1.0,217.0,217.0,0.0,0.138,Mature,365.0,-148.0,Active
23200,2025-10-07,71030000.0,12,5919166.666666667,-280,5,4,4,544,4.25,Champions,5919166.67,62.78,78.13,84.28,Gold,,0.146,,,2,,,,Low,5242522.74167406,1480000.0,21250000.0,71030000.0,12,0.886,-0.598,Declining,39.07,Medium,Sunday,0.167,0.417,1.0,2.0,2.0,1.0,0.333,2.0,2025-03-07,6.0,279.0,65.0,214.0,0.645,Mature,42.8,22.200000000000003,At Risk
23201,,1792000.0,2,896000.0,719,1,2,1,121,1.35,Hibernating,896000.0,8.48,27.7,18.12,Bronze,,,,,2,,,,Low,376180.8075912433,630000.0,1162000.0,1792000.0,2,0.42,-0.458,Declining,12.97,Medium,,,,,,,,,,,,,,,,,,,
23250,,1860000.0,1,1860000.0,719,1,1,1,111,1.0,Hibernating,1860000.0,8.78,9.58,18.12,Bronze,,,,0.0,1,,,,Low,0.0,1860000.0,1860000.0,1860000.0,1,0.0,0.0,Stable,6.85,Low,,,,,,,,,,,,,,,,,,,
23251,,29135135.04,4,7283783.76,719,1,3,3,133,2.5,At Risk,7283783.76,48.16,50.86,18.12,Silver,,,,,2,,,,Low,6733963.847383375,1452000.0,13115567.52,29135135.04,4,0.925,0.0,Stable,28.85,Medium,,,,,,,,,,,,,,,,,,,
23300,,134610000.0,2,67305000.0,719,1,2,4,124,2.55,Other,67305000.0,74.57,27.7,18.12,Gold,,,,,2,,,,Low,72612795.36004657,15960000.0,118650000.0,134610000.0,2,1.079,-0.865,Declining,39.41,Medium,,,,,,,,,,,,,,,,,,,
23400,,7922000.0,3,2640666.6666666665,719,1,3,2,132,2.1,Other,2640666.67,26.04,41.77,18.12,Silver,,,,,3,,,,Low,582907.6542071936,1982000.0,3090000.0,7922000.0,3,0.221,-0.218,Declining,24.5,Medium,,,,,,,,,,,,,,,,,,,
23450,2025-03-07,81700000.0,4,20425000.0,-66,4,3,4,434,3.65,Loyal Customers,20425000.0,65.48,50.86,60.75,Gold,,,337.0,58.0,1,,,,Low,13557623.931451509,9500000.0,39900000.0,81700000.0,4,0.664,-0.464,Declining,29.53,Medium,Friday,0.0,0.0,2.0,0.0,0.0,0.0,1.732,1.0,2025-01-08,2.0,337.0,279.0,58.0,0.178,Mature,58.0,221.0,Churned
23500,2025-11-07,28371000.0,5,5674200.0,-311,5,3,3,533,3.5,Loyal Customers,5674200.0,47.42,57.68,91.15,Silver,,0.0,,,5,,,,Medium,6044375.346137928,1858500.0,16297500.0,28371000.0,5,1.065,-0.633,Declining,37.97,Medium,Friday,0.0,0.0,1.0,1.0,0.0,2.0,0.707,4.0,2025-03-07,4.0,279.0,34.0,245.0,0.43,Mature,81.66666666666667,-47.66666666666667,Active
23550,2025-11-07,69930000.0,3,23310000.0,-311,5,3,4,534,3.9,Loyal Customers,23310000.0,62.53,41.77,91.15,Gold,0.0,1.0,34.0,0.0,3,,,,Low,19655795.582982644,10290000.0,45920000.0,69930000.0,3,0.843,1.048,Growing,69.09,High,Friday,0.0,0.0,0.0,0.0,0.0,3.0,1.732,4.0,2025-11-07,3.0,34.0,34.0,0.0,2.647,Developing,0.0,34.0,Dormant
23650,2025-04-07,12702702.6,1,12702702.6,-97,4,1,2,412,2.15,Recent Customers,12702702.6,34.15,9.58,63.57,Silver,,,248.0,0.0,1,,,,Low,0.0,12702702.6,12702702.6,12702702.6,1,0.0,0.0,Stable,17.0,Low,Monday,0.0,0.0,0.0,1.0,0.0,0.0,1.732,2.0,2025-04-07,1.0,248.0,248.0,0.0,0.121,Mature,365.0,-117.0,Active
23700,,61410000.0,4,15352500.0,719,1,3,4,134,2.9,At Risk,15352500.0,60.81,50.86,18.12,Gold,,,,,4,,,,Medium,16402754.595900452,2450000.0,37000000.0,61410000.0,4,1.068,-0.907,Declining,41.19,Medium,,,,,,,,,,,,,,,,,,,
23701,2025-06-08,7965000.0,1,7965000.0,-159,4,1,2,412,2.15,Recent Customers,7965000.0,26.41,9.58,70.58,Silver,,,186.0,0.0,1,,,,Low,0.0,7965000.0,7965000.0,7965000.0,1,0.0,0.0,Stable,13.9,Low,Sunday,1.0,1.0,0.0,1.0,0.0,0.0,1.732,2.0,2025-06-08,1.0,186.0,186.0,0.0,0.161,Mature,365.0,-179.0,Active
23702,2025-11-11,575228750.0,26,22124182.692307692,-315,5,5,5,555,5.0,Champions,22124182.69,88.82,89.31,93.37,Platinum,,0.0,213.0,-5.0,7,,,,Medium,28707245.822401505,280000.0,81865000.0,575228750.0,26,1.298,1.534,Growing,57.27,Medium,Monday,0.0,0.0,0.0,5.0,0.0,5.0,1.0,2.0,2025-05-07,10.0,218.0,30.0,188.0,1.376,Mature,20.88888888888889,9.11111111111111,At Risk
23750,2025-08-07,16568600.0,2,8284300.0,-219,4,2,2,422,2.5,Potential Loyalist,8284300.0,39.43,27.7,76.72,Silver,,,,,2,,,,Low,10468998.738179311,881600.0,15687000.0,16568600.0,2,1.264,16.794,Growing,25.36,Medium,Thursday,0.0,0.0,0.0,0.0,1.0,0.0,1.732,3.0,2025-08-07,1.0,126.0,126.0,0.0,0.238,Established,365.0,-239.0,Active
23751,2025-09-07,2016000.0,1,2016000.0,-250,5,1,1,511,2.0,Recent Customers,2016000.0,9.95,9.58,80.22,Bronze,,,95.0,0.0,1,,,,Low,0.0,2016000.0,2016000.0,2016000.0,1,0.0,0.0,Stable,7.32,Low,Sunday,1.0,1.0,0.0,0.0,1.0,0.0,1.732,3.0,2025-09-07,1.0,95.0,95.0,0.0,0.316,Established,365.0,-270.0,Active
23800,2025-11-07,56132000.0,5,11226400.0,-311,5,3,3,533,3.5,Loyal Customers,11226400.0,58.72,57.68,91.15,Gold,,1.0,61.0,27.0,4,,,,Medium,9446527.658351507,3732000.0,23400000.0,56132000.0,5,0.841,-0.101,Declining,70.35,High,Friday,0.2,0.078,0.0,0.0,0.0,3.0,1.732,4.0,2025-10-11,3.0,61.0,34.0,27.0,1.475,Developing,13.5,20.5,At Risk
23850,,47975000.0,1,47975000.0,719,1,1,3,113,1.8,Other,47975000.0,56.39,9.58,18.12,Gold,,,,0.0,1,,,,Low,0.0,47975000.0,47975000.0,47975000.0,1,0.0,0.0,Stable,25.89,Low,,,,,,,,,,,,,,,,,,,
23900,2025-10-12,121470540.0,8,15183817.5,-285,5,4,4,544,4.25,Champions,15183817.5,72.85,68.61,87.53,Gold,,0.183,183.0,,7,,,,Medium,23490155.046497215,1120000.0,65700000.0,121470540.0,8,1.547,12.026,Growing,56.37,Medium,Tuesday,0.125,0.296,0.0,2.0,2.0,1.0,0.663,2.0,2025-06-11,5.0,183.0,60.0,123.0,0.82,Mature,30.75,29.25,At Risk
23950,,14000000.0,1,14000000.0,719,1,1,2,112,1.4,Hibernating,14000000.0,36.36,9.58,18.12,Silver,,,,0.0,1,,,,Low,0.0,14000000.0,14000000.0,14000000.0,1,0.0,0.0,Stable,17.88,Low,,,,,,,,,,,,,,,,,,,
24001,,400000.0,2,200000.0,719,1,2,1,121,1.35,Hibernating,200000.0,1.23,27.7,18.12,Bronze,,,,,2,,,,Low,0.0,200000.0,200000.0,400000.0,2,0.0,0.0,Stable,10.07,Medium,,,,,,,,,,,,,,,,,,,
24051,2025-02-12,22713000.0,9,2523666.6666666665,-43,3,4,3,343,3.35,Loyal Customers,2523666.67,43.49,71.56,58.72,Silver,,1.0,302.0,,9,,,,Medium,2341017.6206086106,380000.0,7980000.0,22713000.0,9,0.928,-0.362,Declining,70.91,High,Wednesday,0.0,0.0,4.0,0.0,0.0,0.0,1.732,1.0,2025-02-12,4.0,302.0,302.0,0.0,0.397,Mature,0.0,302.0,Churned
24100,2025-10-09,41429112.0,33,1255427.6363636365,-282,5,5,3,553,4.2,Loyal Customers,1255427.64,53.44,91.52,85.32,Gold,,0.0,274.0,,9,,,,Medium,933854.2813546252,315000.0,4410000.0,41429112.0,33,0.744,0.383,Growing,44.89,Medium,Thursday,0.091,0.056,4.0,3.0,0.0,4.0,0.596,1.0,2025-03-12,11.0,274.0,63.0,211.0,1.204,Mature,21.1,41.9,Dormant
24150,,3000000.0,1,3000000.0,719,1,1,1,111,1.0,Hibernating,3000000.0,13.94,9.58,18.12,Bronze,,,,0.0,1,,,,Low,0.0,3000000.0,3000000.0,3000000.0,1,0.0,0.0,Stable,8.91,Low,,,,,,,,,,,,,,,,,,,
24200,,1902000.0,2,951000.0,719,1,2,1,121,1.35,Hibernating,951000.0,9.34,27.7,18.12,Bronze,,,,,2,,,,Low,223445.74285494903,793000.0,1109000.0,1902000.0,2,0.235,0.398,Growing,13.32,Medium,,,,,,,,,,,,,,,,,,,
24250,,54386000.0,5,10877200.0,719,1,3,3,133,2.5,At Risk,10877200.0,58.23,57.68,18.12,Gold,,,,,2,,,,Low,9092498.072587093,3938000.0,25756000.0,54386000.0,5,0.836,0.08,Stable,32.87,Medium,,,,,,,,,,,,,,,,,,,
24302,2025-04-09,13500000.0,2,6750000.0,-99,4,2,2,422,2.5,Potential Loyalist,6750000.0,35.81,27.7,64.25,Silver,,,246.0,,2,,,,Low,6010407.640085654,2500000.0,11000000.0,13500000.0,2,0.89,-0.773,Declining,23.91,Medium,Wednesday,0.0,0.0,0.0,1.0,0.0,0.0,1.732,2.0,2025-04-09,1.0,246.0,246.0,0.0,0.122,Mature,365.0,-119.0,Active
24350,,878000.0,1,878000.0,719,1,1,1,111,1.0,Hibernating,878000.0,3.75,9.58,18.12,Bronze,,,,0.0,1,,,,Low,0.0,878000.0,878000.0,878000.0,1,0.0,0.0,Stable,4.83,Low,,,,,,,,,,,,,,,,,,,
24351,,19530000.0,2,9765000.0,719,1,2,3,123,2.15,Other,9765000.0,41.52,27.7,18.12,Silver,,,,,1,,,,Low,9206530.291048849,3255000.0,16275000.0,19530000.0,2,0.943,-0.8,Declining,19.94,Medium,,,,,,,,,,,,,,,,,,,
24353,2025-07-08,45478450.0,4,11369612.5,-189,4,3,3,433,3.25,Loyal Customers,11369612.5,54.91,50.86,73.28,Gold,0.0,1.0,156.0,0.0,4,,,,Medium,9614594.884893747,1642450.0,24640000.0,45478450.0,4,0.846,-0.687,Declining,68.83,High,Tuesday,0.0,0.0,0.0,0.0,4.0,0.0,1.732,3.0,2025-07-08,4.0,156.0,156.0,0.0,0.769,Established,0.0,156.0,Churned
24354,,95750000.0,5,19150000.0,719,1,4,4,144,3.25,At Risk,19150000.0,68.43,57.68,18.12,Gold,,,,,5,,,,Medium,13629471.743248159,1800000.0,39200000.0,95750000.0,5,0.712,-0.619,Declining,46.37,Medium,,,,,,,,,,,,,,,,,,,
24400,,1500000.0,1,1500000.0,719,1,1,1,111,1.0,Hibernating,1500000.0,6.7,9.58,18.12,Bronze,,,,0.0,1,,,,Low,0.0,1500000.0,1500000.0,1500000.0,1,0.0,0.0,Stable,6.01,Low,,,,,,,,,,,,,,,,,,,
24450,2025-10-12,154837584.94444445,14,11059827.496031746,-285,5,5,4,554,4.6,Champions,11059827.5,75.92,80.59,87.53,Platinum,,1.0,60.0,,11,,,,High,11968372.01049313,1078000.0,38000000.0,154837584.94444445,14,1.082,-0.72,Declining,85.36,High,Sunday,0.214,0.234,0.0,0.0,0.0,3.0,1.732,4.0,2025-10-12,3.0,60.0,60.0,0.0,1.5,Developing,0.0,60.0,Dormant
